Source,Relation,Target,Weight
the bridge,CONSTRUCTED WITH,"six stout trunks of trees, two similar layers of trunks, and a substantial stone building",1
the roadway,RUNS THROUGH,a substantial stone building,1
the central portion of the bridge,SUPPORTED BY,two strong pine-trees fifty feet in length,1
the sutlej valley,HAD ACQUIRED A CONSIDERABLE ELEVATION,none,1
plants of tropical character,OCCURRED IN THE NEIGHBOURHOOD OF,the wangtu bridge,1
cypraceae,ONE OF THE SPECIES FOUND,in the neighbourhood of the wangtu bridge,1
achyranthes aspera,ONE OF THE SPECIES FOUND,in the neighbourhood of the wangtu bridge,1
the sun's rays,CONCENTRATED AT THE BOTTOM OF A DEEP BARE VALLEY,none,1
rugged pine-trees,SCATTERED ON THE STEEP ROCKS,the hills,1
pinus excelsa,DOES NOT DESCEND QUITE TO THE BASE OF,the hills,1
pinus longifolia,HAS REACHED ITS EASTERN LIMITS AT,the elevation of the river-bed,1
a considerable stream,JOINS THE SUTLEJ FROM THE NORTH,none,1
the road,CROSSES THE TRIBUTARY NOT FAR FROM ITS JUNCTION WITH,the great river,1
jacquemont,CONDEMNS,gerard's description,1
gerard,WRITES,book,1
road,ASCENDS,spur,1
river,BANKS,rocky,1
olive and white daphne,OBSERVED,descent from nachar,1
"clematis, silene, stellaria, and selaginella",FOUND,kunawar species,1
panicum (perhaps p. paludosum),OCCURRED,plains of india,1
"eleusine indica, and heteropogon contortus",OCCURRED,hot dry pastures,1
chegaon,LOCATED,stream with steep rocky banks,1
gerard's pine,SEEN,ridge,1
miru,VISITED,village,1
the view,WAS,superb,1
the road,RECEDED,from the river,1
the road,ENTERED,an oak-wood,1
the road,CONTINUED,nearly level for more than a mile,1
the road,BEGAN TO DESCEND,slightly towards the stream,1
the stream,RAN,at the bottom of a deep ravine,1
the road,PLUNGED ABRUPTLY,down to which the road plunged,1
miru,IS,one of the most delightful villages,1
miru,HAS,the full benefit of the sun's rays,1
miru,RIVALLED,only by rogi and chini,1
the crops,WERE MOST LUXURIANT,at miru,1
the vine,THRIVES TO PERFECTION,71 perfection,1
the principal vineyards,ARE LOWER DOWN,between 6000 and 7000 feet,1
the scenery,IS INDESCRIBABLY BEAUTIFUL,around miru,1
a single peak,RISES ALMOST DUE OPPOSITE,behind which the summits of the chain south of the sutlej rise,1
we,FOUND THAT WE HAD COMPLETELY LEFT,the rainy region of the mountains,1
serahan,HAD HEAVY RAIN,none specified,1
tranda,WAS SUCCEEDED BY A BRILLIANT DAY,till the afternoon,1
miru,THOUGH THE AFTERNOON WAS CLOUDY,and a heavy storm was visible among the mountains across the sutlej,1
the transition,WAS APPARENTLY VERY SUDDEN,four days having brought us from serahan,1
very rainy seasons,WOULD PROBABLY SHOW THAT THE TRANSITION OF CLIMATE IS A VERY GRADUAL ONE,none specified,1
jacquemont,PUBLISH,journal,1
ridge between chegaon and miru,PRODUCE CHANGE IN VEGETATION,marked change,1
transition,APPEAR,sudden,1
road,PASS OVER,wooded ridge,1
new arboreous or shrubby species,MAKE APPEARANCE,fact,1
pinus gerardiana,PRODUCE,cone,1
nuts,BE EATABLE,taste,1
gerard's pine,REQUIRE,dry climate,1
oak,FORM THICK DRY WOOD,western exposures,1
specimens,AGREE WITH,european plant,1
"stellaria, lychnis, dianthus, herniaria, cruciferæ, senecio, and valeriana",BE OBSERVED AS NEW SPECIES,none,1
chenopodiaceæ and artemisiæ,BE OBSERVED AS NEW SPECIES,none,1
deodar and gerard's pine,DIMINISH IN NUMBER,elevation increase,1
sutlej,WIDTH,particularly wide,1
sutlej,CHANNEL,divided into several branches,1
miru tributary,LOCATION,opposite the junction of,1
road,ROUTE,along the side of the hill,1
road,ELEVATION,exceeded 9000 feet in elevation,1
trees,TYPE,deodar and gerard's pine,1
road,SLOPE,nearly bare,1
stream,LOCATION,a little more than two miles from miru,1
ascent,LENGTH,"steep and bare, with a western exposure",1
view,QUALITY,most superb view,1
baspa,LOCATION,beautifully seen,1
burang or borendo pass,ELEVATION,"16,000 feet",1
hill,FEATURE,mass of precipitous rocks,1
peak,LOCATION,almost opposite,1
north-east face,VEGETATION,magnificent forest,1
westerly wind,DIRECTION,blowing up the valley of the sutlej,1
mist,QUALITY,thin wreaths,1
veronica,COLLECTED,bupleurum,1
cichoraceæ,COLLECTED,orobanche,1
thymus serpyllum,PARASITIZED_BY,orobanche,1
rogi,LOCATED_AT,mountain-side,1
grapes,FOUND_RIPE,vineyards,1
apricots,GATHERED,trees,1
peach and walnut trees,COMMONLY_FOUND,rogi,1
apple-trees,FOUND,rogi,1
willow,PLANTED_TOGETHER,glabrous poplar,1
english henbane,ABUNDANTLY_FOUND,waste places,1
tibetan plant,EXTENDS_TO,himalaya valleys,1
pangi,LOCATED_AT,nine miles farther,1
chini,LARGEST_INHABITED_PLACE,kunawar,1
rogi,LOWER_THAN,direct route from miru,1
deodar-trees,FOUND_IN,gloomy forest,1
sutlej,LOCATED_BELOW,cliff,1
road,DESCENDED RAPIDLY,ground,1
trees,WERE OF LARGE SIZE,one measuring nineteen feet eight inches in circumference,1
chini,"OCCUPIES THE MOST LEVEL, AND THEREFORE THE MOST FERTILE, VALLEY",kunawar,1
deodar-trees,ARE DISPOSED,terraces,1
fields,ARE RICHLY CULTIVATED WITH,"wheat, barley, and buckwheat",1
rills,HAD OVERFLOWED THEIR BANKS,swampy meadows,1
raldang,LIES,opposite to chini,1
kunawar valley,IS A PROMINENT FEATURE FROM ALMOST EVERY POINT OF VIEW,the great peak of raldang,1
ravines on its slopes,ARE FILLED WITH,large masses of snow,1
autumn sun,IS HAVING AN INFLUENCE ON,the lowest beds,1
raldang,FORMS A RUGGED ROCKY MASS,null,1
various ridges,ARE GIVEN OFF BY,the mountain range north of the sutlej,1
piti and sutlej rivers,RUN AT THE BOTTOM OF AN ENORMOUS RAVINE,null,1
rugged and difficult footpath,MAY BE FOUND TO LEAD AMONG,these precipices,1
simla,I HAD BEEN ABLE TO ACQUIRE VERY LITTLE INFORMATION REGARDING THE GEOLOGY OF THE VALLEY OF THE SUTLEJ FROM,the journey from simla,1
wangtu,GNEISS AND MICA-SCHIST WERE ALMOST THE ONLY ROCKS WHICH I OBSERVED IN,"kunawar, from wangtu eastward",1
werang ridge,SEPARATES THE VALLEY EAST OF PANGI FROM THAT OF LIPA,null,1
pangi,OCCUPIES,western slope,1
ridge,PRECIPITOUS,sutlej,1
road,LEADS,"among rocks, and sometimes over planks of wood",1
stream,DESCENDING,snow,1
forest,FINE,none,1
deodar,COMPRISED,base of the ascent,1
gerard's pine,GRADUALLY DIMINISHED,during the ascent,1
pinus excelsa,BECAME MORE ABUNDANT,as we increased our elevation,1
astragalus,NEW SPECIES,none,1
artemisia,NEW SPECIES,none,1
juniper,MADE THEIR APPEARANCE,"above 11,000 feet",1
ribes,OBSERVED,"above 11,000 feet",1
dictamnus himalayanus,OBSERVED,"above 11,000 feet",1
compositæ,OBSERVED,"above 11,000 feet",1
junci and grasses,OBSERVED,"above 11,000 feet",1
the ascent,WAS STREWED WITH,erratic blocks of granite,1
the slope below our camp,WAS CULTIVATED WITH,barley,1
the mountain-side,WAS TOO STEEP TO ADMIT OF,tillage,1
the pass,OCCUPIES A LOW PART OF THE RIDGE,the slope,1
the crest of the pass,IS A VAST MASS OF,loose rocks,1
the hill on the right,ARE LIKEWISE COVERED WITH,a mass of fragments,1
the loose stones,FOUND A VERY LUXURIANT VEGETATION,was found,1
the hill to the right,HAD A VERY LUXURIANT VEGETATION,was abundant among its rocky recesses,1
the alps of europe,COMPRISED SPECIES OF,"astragalus, stellaria, anemone, ranunculus, meconopsis, saxifraga, sedum, several umbelliferæ, pedicularis, gentiana, gnaphalium, dolomiæa, saussurea, artemisia, ligularia, morina, galium, valeriana, and many others",1
the wind,BLEW OVER THE PASS FROM,the indian side,1
rhododendron campanulatum,OBSERVED,plant,1
willow,GROWING,patches,1
pine-trees,COMMENCED,pinus excelsa and picea,1
deodar,APPEARED,lower level,1
silver fir,SMALL,trees,1
picea webbiana,TRUE FORM,royle,1
picea pindrow,COMMON FORM,royle,1
wheat,RIPE,fields,1
plants of lower elevation,DISAPPEARED,upper part,1
juniper,FREQUENT,time after fields,1
gerard's pine,COMMON,lower part,1
ravine,ROUGH AND UNEVEN,valley,1
lipa stream,LARGE SIZE,stream,1
wooden bridge,SUBSTANTIAL,bridge,1
village,SMALL,ground,1
temple,ODD-LOOKING,temple,1
juniperus excelsa,SACRED,kunawarees and tibetans,1
alluvial clay,OBSERVED,rocks,1
tibetan valleys,FEATURE_OF,luxuriant forest,1
tibetan valleys,HAVE,thin and stunted woods,1
caper,PREFER,hottest and driest exposures,1
lipa,SITUATED_AT,8000 feet above the level of the sea,1
runang,SEPARATE,ruskalan and sungnam,1
stream,RISE_ALONG,rocky hill,1
pine trees,OCCUR_AT_INTERVALS,nothing approaching to forest,1
stony ground,BE_DESTITUTE_OF,turf or herbaceous vegetation,1
ridge,ASCEND_UNINTERRUPTED,crest of the ridge,1
road,PASS_FROM_ONE_TO_ANOTHER,next in succession,1
ravine,BE_SEPARATED_BY,two ridges,1
spring,BURST_OUT,stony ground,1
banks,FRINGED_WITH,marsh_plants,1
marsh_plants,GREW_UNDER,willows,1
country,CANNOT_BE_ASCRIBED_TO,deficiency_of_moisture,1
ascent,CONTINUED_STEEP,ridge,1
trees,SCATTERED,deodar,1
sutlej,SEEN_IN_VIEW,snowy_mountain,1
vegetation,BECOMING_MORE_WRETCHED,appearance,1
polygonum,MADE_APPEARANCE,ridge,1
mulgedium,MADE_APPEARANCE,ridge,1
potentilla,MADE_APPEARANCE,ridge,1
valley,ENCAMPED_ON_NORTH-EAST_SLOPE_OF,ridge,1
village,SITUATED_IN,kanam,1
range,ROUNDED_IN_OUTLINE_AND_APPEARED,smooth,1
juniper,MOTTLED,range,1
tree,STOOD_WITHIN_SHORT_DISTANCE_OF_ENCAMPMENT,pinus_excsela,1
grove,FOUND_FOUR_OR_FIVE_HUNDRED_FEET_LOWER,birch,1
mules,PREFERRED_AS_BEASTS_OF_BURDEN_TO,yak,1
sungnam,ELEVATION,9000 feet,1
sungnam,LOCATION,ruskalan 94 river,1
ephedra,ABUNDANCE,"northern tibet, especially in the driest and hottest exposures",1
sungnam,DIVISION,kunawar,1
kanam,DIVISION,kunawar,1
buddhist religion,LOCATION,sutlej valley,1
cultivation,OCCUPATION,valley,1
vineyards,LOCATION,steep slopes facing the river,1
grapes,RIPENESS,not yet ripe,1
apricots,FREQUENCY,village,1
apples,FREQUENCY,village,1
willows,FREQUENCY,village,1
poplars,FREQUENCY,village,1
hangarang ridge,SEPARATES,kunawar from piti,1
ascent to hangarang pass,IS,narrow ravine,1
alluvial deposit,IS,on the banks of the ravine,1
steep ascent,IS,up a narrow ravine,1
view of valley,IS,seen,1
limestone rocks,ARE,found,1
"camp at 14,000 feet",IS,located,1
top of pass,IS,reached,1
view from pass,IS,seen,1
vegetation of summit,IS,present,1
descent to hango,GOES,down,1
cultivation round the village,TAKES PLACE,there,1
luxuriant wild plants,ARE,found,1
road to lio,GOES,to,1
crambe,GROWS ON THE ROAD,there,1
ravine of piti river,IS,crossed,1
lio,IS,reached,1
bridge over piti river,IS,crossed,1
ascent to nako,GOES,up,1
nako,IS,reached,1
cultivation of the village,TAKES PLACE,there,1
buddhist temple,IS,found,1
transported blocks,ARE,moved,1
chango,STOPS,at the chinese frontier,1
natural bridge,IS,seen,1
kyuri,HAS,alluvium and clay deposit with shells,1
lari,HAS,ramifications of mountain ranges,1
pok,IS,located on an alluvial platform,1
dankar,IS,located,1
lara,HAS,rangelands,1
rangrig,IS,the upper part of the piti river,1
climate,HAS,saline exudations,1
the ravine,HAVE,thickness,1
mass of clay,HAS,five or six hundred feet,1
banks,ARE WORN AWAY INTO,pinnacles,1
fissure,WAS FOLLOWED,clay conglomerate,1
clay deposit,OCCUPY BOTH SIDES OF THE VALLEY,valley,1
conglomerate,IS THICKER ON THE LEFT OR EASTERN SIDE,upper part,1
hill,CAPPED BY,clay deposit,1
valley,DID NOT NARROW AT THE LOWER EXTREMITY,ruskalan,1
conglomerate,WOULD BE NECESSARY TO SUPPOSE A BARRIER SEVERAL THOUSAND FEET ABOVE,bed of the ruskalan,1
rock,WAS INVARIABLY CLAY-SLATE,runang ridge,1
limestone,WAS OBSERVED,"elevation of about 13,500 feet",1
ridge,WAS BARE OF TREES AND EXCEEDINGLY BARREN,vegetation,1
dama,IS VERY EXTENSIVELY DISTRIBUTED AT ELEVATIONS WHICH NO OTHER WOODY PLANTS ATTAIN,fuel,1
pass,OCCUPIES,hollow,1
rock,TRAVERSED,numerous crystalline veins,1
hill,ASCENDED,elevation,1
rhubarb,LINGER,solid rock,1
biebersteinia,LINGER,solid rock,1
saxifrage,LINGER,solid rock,1
yellow lichen,LINGER,solid rock,1
porgyul,SEEN,base,1
mountain,RISE,valley,1
ranges,RISE,further distance,1
vegetation,SCANTY,summit of the ridge,1
grass,OBSERVED,new species,1
saxifrages,OBSERVED,new species,1
potentillæ,OBSERVED,new species,1
seda,OBSERVED,new species,1
thermopsis,OBSERVED,new species,1
anemone,OBSERVED,new species,1
delphinium,OBSERVED,new species,1
dama,ABUNDANT,patch,1
road,LIE,ravine,1
hills,DRY AND STONY,channel of the stream,1
village of hango,HAS,considerable extent of cultivation,1
corn,LESS LUXURIANT,lower levels,1
wheat,STILL GREEN,scanty,1
barley,STRONGER AND MORE PRODUCTIVE,fields,1
hordeum ægiceras,CULTIVATED,higher regions of tibet,1
this grain,COMPARED_TO,wheat,1
the fields,DISPOSED_IN,terraces,1
the cultivation,STIMULATED_BY,moisture derived from irrigation,1
lio,LOCATED_IN,piti river,1
the road,CROSSED,small stream,1
the hill,COMPOSED_OF,cherty sandstone,1
the piti river,FLOWED_INTO,wide steeply-sloping valley,1
the river,WAS TRAVERSED BY,immense white veins,1
the precipice,PROJECTED BEYOND,the general mass,1
the road,ROSE RAPIDLY,"at least 12,000 feet",1
the rocky range,WAS COVERED WITH,bushes of ephedra and scattered trees of juniperus excelsa,1
lio,IS A VILLAGE AT AN ELEVATION,9600 feet above the sea,1
the crops,HAD BEEN ALL CUT,wheat and barley,1
the fields,WERE IN FULL FLOWER,buckwheat,1
the apricot-trees,HAD LONG BEEN GATHERED,fruit,1
salvia glutinosa,WAS ONE OF THE COMMONEST WEEDS,none specified,1
lucerne,WAS ANOTHER WEED,none specified,1
melilot,WAS YET ANOTHER WEED,none specified,1
piti river,CROSSED,ridge,1
lio,CULTIVATED LANDS,half a mile from the upper part of the village,1
piti river,RAN,ravine,1
sutlej,NEARLY AS LARGE,point of junction of the two,1
bridge,SITUATED,bend of the river,1
ascent to nako,STEEP,2500 feet,1
nako,VIEW,mountains,1
piti river,RUNS,narrow dell,1
rocky banks,CONTRACT,usual,1
clay-slate,APPEAR,everywhere,1
granite,EXCEEDED,slaty beds,1
alluvial clay,SUGGEST,idea of the valley having formerly been a lake,1
lio stream,JUNCTION,piti river,1
slopes,COVERED,boulders of granite,1
ephedra,MOST ABUNDANT PLANT,observed,1
nako,LOCATION,mountain,1
lio,SIZE_COMPARISON,village,1
lamas,ESTIMATION,religion,1
hindus,PHYSICAL_ASPECT_CHANGE,inhabitants,1
ladak inhabitants,DRESS_SIMILARITY,upper piti people,1
vegetable world,FORM_CHANGE,dry climate,1
chango,LOCATION,piti valley,1
nako spur,DISTANCE,chango,1
nako,LOCATED,patch of cultivation,1
patch of cultivation,WATERED BY,conduit,1
conduit,BROUGHT FROM,stream,1
stream,OCCUPIED,mid-valley,1
crops,CULTIVATED WITH,buckwheat and brassica,1
poplars and willows,PLANTED ALONG,stream,1
road,PASSED THROUGH,accumulation of transported blocks,1
road,LAY IN,hollow among fragments of rock,1
rock,IN SITU,clay-slate and granite veins,1
boulders,MADE OF,same as rock in situ,1
piti river,APPROACHED,road,1
mountains,OVERHUNG,river,1
valley,WIDER AND MORE OPEN,than around lio,1
alluvial beds,RESTED ON,ancient rocks,1
road,DESCENDED ALONG,dry water-course,1
stream,CUT THROUGH,deep channel,1
clay,HAD A THICKNESS OF,twenty-five feet,1
clay,DID NOT CONTAIN,"stones, pebbles, or fragments of rock",1
chango,SITUATED IN THE MIDDLE OF,open tract,1
zungsam river,FORM,piti river,1
parang river,FLOW,lower part of its course,1
chango,ELEVATION,"10,500 feet",1
shialkar,SEPARATION,piti river,1
piti river,ELEVATION,"10,000 feet above the level of the sea",1
shialkar and chango,UNION,two very considerable rivers,1
road from hangarang to the indus,LIE,up this river (zungsam),1
captain gerard and m. jacquemont,STOPPED,on the frontier,1
we,TAKE,a north-easterly direction,1
chango,CULTIVATION,extensive,1
ground,BE,swampy from its waste,1
equisetum,GROW,on the ground,1
barley,CUT,all,1
beans,GROW,to some extent,1
buckwheat and rape-seed,FLOWER,still in flower,1
millet,BE,quite green,1
apricot-trees,GROW,common,1
"changar, the same place which... is named changrezing",LEAVE,on leaving chango,1
ridge,OVERHANG,the village to the north-east,1
pass,SUMMIT,changrang la,1
ravine,RAN,torrent,1
torrent,CROSSED,wooden bridge,1
road,ASCENDED,elevation,1
camp,WAS LOCATED AT,changar village,1
spring,IRRIGATED,fields of barley,1
streamlet,SEPARATED,tents and village,1
village,WAS HABITABLE,one house,1
zungsam river,INTENDED TO FOLLOW,hanle,1
piti river,PROCEEDED IN DIRECTION OF,parang pass,1
ridge,LAY ALONG,gently sloping side,1
ravines,CROSSED,stream of water,1
shrubs,OCCURRED,dense jungle,1
willow,WAS A TYPE OF,shrub,1
currant,RESEMBLED,common black currant,1
granite,EXCEEDED IN QUANTITY,rock,1
the chinese dominions,FORMS,the frontier,1
we,EXPECTED,that there was no intention of permitting us to proceed by the direct road,1
piti river,FLOWS THROUGH,dankar,1
we,AGREED TO TAKE,the route up the piti river by dankar,1
we,WERE PERMITTED TO PROCEED,"about a mile, to the village of kyuri",1
kyuri,IS LOCATED NEAR,the zungsam river,1
zungsam river,FLOWS THROUGH,a deep rocky fissure,1
boulders,ARE PILED ON BOTH BANKS OF,the zungsam river,1
the bridge,SPANS,the channel,1
kyuri,IS LOCATED AT,a gently sloping barren plain,1
kyuri,IS LOCATED NEAR,green fields,1
alluvium,ABOUNDS IN EVERY DIRECTION,forming steep sloping banks,1
the plain,CONSISTS OF,a fine clay,1
the road up the valley of the parang river,BEING TABOOED,us by the jealousy of the chinese government,1
piti river,MAKING ITS GREAT BEND,and assumes a southerly direction,1
the giu (gumdo of jacquemont),JOINING,the piti river,1
this torrent,EXCAVATING,a deep channel in the alluvial beds,1
shrubs,GROWING LUXURIANTLY,in this ravine,1
the road,"BEING AS BARREN, DUSTY, AND STONY",as usual,1
