Book,Source,RawRelation,Target,Action,Reason
Becoming_India,some plants,WERE DOMESTICATED BY,the peasants for purposes of agriculture and human consumption,drop,legacy row without strict relation mapping
Becoming_India,"fruits like apple, apricot, mulberry, fig, pear, peach and green gage",GREW WILD AND WERE KNOWN AS EDIBLE,to the people,drop,legacy row without strict relation mapping
Becoming_India,"strawberry, raspberry, currant and gooseberry",WERE EATEN BY,the people,drop,legacy row without strict relation mapping
Becoming_India,western himalayas,HAD HUMAN INHABITATION SINCE AROUND LATE STONE AGE,implement,drop,legacy row without strict relation mapping
Becoming_India,shiwalik foothills,FOUND IMPLEMENTS OF WHICH PERIOD,period,drop,legacy row without strict relation mapping
Becoming_India,river valleys and hills,FOUND IMPLEMENTS OF WHICH PERIOD,period,drop,legacy row without strict relation mapping
Becoming_India,hill state,DEVELOPED FROM TRADE IN LARGE RIVER VALLEYS,basis,drop,legacy row without strict relation mapping
Becoming_India,hillmen,ENGAGED WITH THEIR ENVIRONMENT,geographical imperatives,drop,legacy row without strict relation mapping
Becoming_India,western himalayas,HAD NO ONE ENVIRONMENTAL CONTEXT,people,drop,legacy row without strict relation mapping
Becoming_India,stable human settlement,GEAR ITSELF TOWARDS ECONOMIC ACTIVITIES,"at least two, and often, three ecological-climatic zones",drop,legacy row without strict relation mapping
Becoming_India,british rule,TRANSFORMED HISTORICAL SOCIAL FORMATIONS,nuances of transformations,drop,legacy row without strict relation mapping
Becoming_India,travelogues,COMMENT ON SPREAD OF FRUIT AND VEGETABLE CULTIVATION,market in the british hill stations,drop,legacy row without strict relation mapping
Becoming_India,james baillie fraser,INTRODUCED POTATO INTO THE HILLS,1815,drop,legacy row without strict relation mapping
Becoming_India,thomas skinner,"OP.CIT. VOL 1, PG. 14",reference,drop,legacy row without strict relation mapping
Becoming_India,one,SHOULD ALWAYS BE CAREFUL ABOUT,british figures,drop,legacy row without strict relation mapping
Becoming_India,the first estimates of the population,WAS MADE,right at the time of granting ‘sanads’,drop,legacy row without strict relation mapping
Becoming_India,bhajji hill state,IS RECORDED AS HAVING A POPULATION,"9,001 with an area of 96 square miles",drop,legacy row without strict relation mapping
Becoming_India,bhajji hill state,REMAINS,"9,000 in the ‘sanad’ of 1815 and similarly in figures from the begar register of 1855",drop,legacy row without strict relation mapping
Becoming_India,coldstream,IS RECORDED AS HAVING A POPULATION,"19,000 in the 1870s",drop,legacy row without strict relation mapping
Becoming_India,bhajji hill state,IS RECORDED AS HAVING A POPULATION,"12,106 and then at the turn of the century in the 1901 census figures it is recorded as 13,309",drop,legacy row without strict relation mapping
Becoming_India,denzil c.j. ibbetson,WROTE A REPORT ON THE CENSUS,"of the punjab taken on the 17th of february, 1881",drop,legacy row without strict relation mapping
Becoming_India,w. coldstream,HAD PERSONAL PAPERS IN OIOC,manuscript history of the punjab hill states,drop,legacy row without strict relation mapping
Becoming_India,capt. briggs,WROTE AN OP.CIT.,appendix b,drop,legacy row without strict relation mapping
Becoming_India,"gazetteer of the simla hill states, 1910",PUBLISHED INFORMATION ABOUT,bhajji state,drop,legacy row without strict relation mapping
Becoming_India,the population of the region,DID NOT SHOW MUCH CHANGE APART FROM A GRADUAL SECULAR INCREASE OVER,the entire period of british rule,drop,legacy row without strict relation mapping
Becoming_India,sex ratio,IS AN IMPORTANT CLASSIFICATION TO BE AWARE OF,for the present,drop,legacy row without strict relation mapping
Becoming_India,the density of population,GIVES AN INDICATION OF THE MAXIMUM HUMAN POPULATION THAT THE EXISTING TECHNOLOGY AND KNOWLEDGE COULD SUSTAIN IN AN ECONOMY WITH A NEGLIGIBLE MARKET,in an economy with a negligible market,drop,legacy row without strict relation mapping
Becoming_India,the sex ratio has been historically low,IS FOUND IN,the entire punjab province and this phenomenon is also found in the western himalayas,drop,legacy row without strict relation mapping
Becoming_India,female infanticide,WAS ADVANCED AS AN EXPLANATION FOR THE LOW SEX RATIO,among the ‘jut’ sikhs and among the hill rajpoots,drop,legacy row without strict relation mapping
Becoming_India,sex ratio,BE,cause,drop,legacy row without strict relation mapping
Becoming_India,polyandrous family,BE,origin,drop,legacy row without strict relation mapping
Becoming_India,entire region,GROW,at any substantial rate,drop,legacy row without strict relation mapping
Becoming_India,nineteenth century,HAVE,similar deficiencies,drop,legacy row without strict relation mapping
Becoming_India,punjab hill states,HAVE,sex ratio for the entire region,drop,legacy row without strict relation mapping
Becoming_India,table 1.1,SHOW,pubjab hill states (sex ratio),drop,legacy row without strict relation mapping
Becoming_India,punjab hill states,HAVE,gradual but definite secular trend,drop,legacy row without strict relation mapping
Becoming_India,western himalayas,HAVE,demographic pattern over the different climatic zones,drop,legacy row without strict relation mapping
Becoming_India,human population,RISE,to the actual cultivated land,drop,legacy row without strict relation mapping
Becoming_India,"punjab census, 1881",PROVIDE,figures,drop,legacy row without strict relation mapping
Becoming_India,r.l,WRITE,the geography of the western himalayas,drop,legacy row without strict relation mapping
Becoming_India,land,SUSTAINS_POPULATION,population,drop,legacy row without strict relation mapping
Becoming_India,social relations,CHANGES_QUALITATIVELY,production patterns,drop,legacy row without strict relation mapping
Becoming_India,hill states,EMERGES_AND_DEVELOPS,altitudinal-climatic zones,drop,legacy row without strict relation mapping
Becoming_India,human population,INCIDENCE_OF,cattle population,drop,legacy row without strict relation mapping
Becoming_India,fertile valleys,SUPPORTS,agriculture,drop,legacy row without strict relation mapping
Becoming_India,sub-himalaya and siwalik hills,SUPPORTS,pastoralism,drop,legacy row without strict relation mapping
Becoming_India,outer himalayas,SUPPORTS,trade,drop,legacy row without strict relation mapping
Becoming_India,community,SHARES_RESOURCES,labour,drop,legacy row without strict relation mapping
Becoming_India,family,PARTICIPATES_IN,activities,drop,legacy row without strict relation mapping
Becoming_India,population,CURTAILS,economic units,drop,legacy row without strict relation mapping
Becoming_India,western himalayas,DIFFERS_FROM,plains family,drop,legacy row without strict relation mapping
Becoming_India,family,USES,polyandry,drop,legacy row without strict relation mapping
Becoming_India,kanet,POPULATION,"2,56,971",drop,legacy row without strict relation mapping
Becoming_India,brahmin,POPULATION,"1,00,283",drop,legacy row without strict relation mapping
Becoming_India,koli,AGRICULTURAL LABOUR,"85,227",drop,legacy row without strict relation mapping
Becoming_India,chamar,AGRICULTURE LABOUR & MENIAL,"41,349",drop,legacy row without strict relation mapping
Becoming_India,dagi,AGRICULTURE LABOUR & MENIAL,"32,682",drop,legacy row without strict relation mapping
Becoming_India,dumna/dom,AGRICULTURE LABOUR & MENIAL,"25,916",drop,legacy row without strict relation mapping
Becoming_India,gujar,MIGRATORY PASTORALISTS (MUSLIM),"17,445",drop,legacy row without strict relation mapping
Becoming_India,bhat,CATEGORY OF HILL BRAMHIN,"13,318",drop,legacy row without strict relation mapping
Becoming_India,julaha,MAINLY IN LOWER HILLS,"13,236",drop,legacy row without strict relation mapping
Becoming_India,lohar,MENIAL ( SOME NAGAS),"11,902",drop,legacy row without strict relation mapping
Becoming_India,gaddi,PASTORALISTS ON GREAT HIMALAYAN RANGE,"11,177",drop,legacy row without strict relation mapping
Becoming_India,khatri,"MAINLY IN MANDI, CHAMBA, BILASPUR","7,788",drop,legacy row without strict relation mapping
Becoming_India,tarkhan,MENIAL ( BOTH KHASH & NAGA),"6,469",drop,legacy row without strict relation mapping
Becoming_India,kumhar,MENIAL (MAINLY NAGA),"5,783",drop,legacy row without strict relation mapping
Becoming_India,thori/turi,"MENIAL , TEMPLE ATTENDANT (NAGA)","3,072",drop,legacy row without strict relation mapping
Becoming_India,bohra,IMMIGRANT TRADER CASTE,"3,054",drop,legacy row without strict relation mapping
Becoming_India,pujari,LOW PRIESTS (NAGA),"2,454",drop,legacy row without strict relation mapping
Becoming_India,banya,LOWHILLS (85% NAHAN & CHAMBA),"2,081",drop,legacy row without strict relation mapping
Becoming_India,chuhra,MENIAL,"1,896",drop,legacy row without strict relation mapping
Becoming_India,settlements,ARE FOUND,in the lower hills and the valleys,drop,legacy row without strict relation mapping
Becoming_India,homesteads,SHOULD NOT BE EXPOSED TO,high winds,drop,legacy row without strict relation mapping
Becoming_India,homesteads,SHOULD NOT HAVE,landslips in the mountain slope overlooking,drop,legacy row without strict relation mapping
Becoming_India,homesteads,SHOULD NOT BE TOO FAR FROM,a source of water which can be harnessed for irrigation,drop,legacy row without strict relation mapping
Becoming_India,homesteads,SHOULD HAVE,land which can be terraced into cultivable strips,drop,legacy row without strict relation mapping
Becoming_India,houses,ARE RARELY TOGETHER WITH,those of the upper ‘castes’,drop,legacy row without strict relation mapping
Becoming_India,house plots,ARE SELECTED BASED ON,"parameters, by which house plots are selected",drop,legacy row without strict relation mapping
Becoming_India,the situation,PROVIDES THE BEST LOCATION TO,keep a check on the crops and is also safe from floods,drop,legacy row without strict relation mapping
Becoming_India,british settlements,COMPLETELY CHANGED,the pattern of settlements,drop,legacy row without strict relation mapping
